App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 04:04:44 PM","15 min 35 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
10996,1,11107,1608268,11110,27,11108,1600000,
11111,1,11195,1602688,11200,32,11196,1500000,
11200,1,11315,1601500,11319,26,11315,1400000,
11319,1,11395,1602120,11398,36,11396,1600000,
11398,1,11524,1603656,11540,39,11526,1600000,
11541,1,11597,1603664,11603,41,11598,1600000,
11603,1,11719,1603912,11722,19,11719,1400000,
11723,1,11797,1601184,11800,19,11798,1600000,
11801,1,11912,1605152,11915,29,11912,1500000,
11915,1,11998,1605400,12001,32,11998,1600000,
12001,1,12112,1606764,12115,31,12112,1600000,
12115,1,12199,1608252,12203,28,12200,1600000,
12203,1,12313,1609616,12317,31,12314,1600000,
12317,1,12399,1610732,12403,27,12400,1600000,
12403,1,12524,1611476,12528,33,12525,1600000,
12529,1,12601,1611584,12605,12,12601,1400000,
12606,1,12715,1615428,12719,25,12716,1400000,
12719,1,12801,1615428,12804,2,12801,1400000,
12805,1,12916,1615428,12919,10,12916,1400000,
12919,1,13001,1615428,13004,0,13002,1400000,
13005,1,13121,1615428,13124,9,13121,1400000,
13124,1,13202,1615428,13206,5,13203,1400000,
13206,1,13317,1615428,13320,8,13317,1400000,
13320,1,13403,1615428,13406,5,13403,1400000,
13406,1,13518,1615800,13521,15,13518,1400000,
13521,1,13603,1615832,13606,5,13603,1400000,
13606,1,13719,1615816,13722,5,13719,1400000,
13722,1,13804,1615816,13807,0,13804,1400000,
13807,1,13919,1615940,13922,7,13919,1400000,
13922,1,14004,1615940,14007,2,14005,1400000,
14007,1,14118,1615940,14120,4,14118,1600000,
14120,1,14205,1615940,14208,0,14205,1400000,
14208,1,14319,1615940,14323,7,14320,1400000,
14323,1,14405,1615940,14409,4,14406,1400000,
14409,1,14520,1615940,14523,5,14520,1400000,
14523,1,14606,1615908,14609,5,14606,1400000,
14609,1,14721,1615908,14723,8,14721,1400000,
14724,1,14806,1615908,14809,2,14807,1400000,
14810,1,14921,1615908,14925,7,14922,1400000,
14926,1,15007,1615908,15011,2,15007,1400000,
15011,1,15121,1615908,15125,5,15122,1400000,
15125,1,15208,1615908,15211,6,15208,1400000,
15211,1,15322,1615908,15326,3,15323,1400000,
15326,1,15408,1615908,15411,6,15409,1400000,
15412,1,15527,1615908,15530,9,15528,1400000,
15530,1,15609,1615916,15612,0,15609,1400000,
15612,1,15723,1615916,15726,12,15724,1400000,
15727,1,15809,1615916,15813,5,15810,1400000,
15814,1,15923,1615916,15927,1,15924,1400000,
15927,1,16010,1615916,16013,0,16010,1400000,
16013,1,16124,1615792,16127,5,16124,1400000,
16127,1,16210,1615792,16213,3,16211,1400000,
16213,1,16325,1615792,16328,1,16325,1400000,
16328,1,16411,1615792,16414,2,16411,1400000,
16414,1,16525,1615916,16528,3,16525,1400000,
16528,1,16611,1615916,16614,2,16611,1400000,
16615,1,16726,1615916,16729,3,16726,1400000,
16729,1,16812,1615792,16815,2,16812,1400000,
16815,1,16926,1615792,16929,3,16927,1400000,
16929,1,17012,1615792,17015,2,17012,1400000,
17015,1,17127,1615792,17130,5,17127,1400000,
17130,1,17212,1615792,17215,2,17213,1400000,
17215,1,17327,1615792,17330,5,17328,1400000,
17330,1,17413,1615792,17416,5,17413,1400000,
17416,1,17528,1615792,17532,5,17529,1400000,
17533,1,17613,1615816,17616,13,17614,1400000,
17617,1,17728,1615816,17731,5,17728,1400000,
17731,1,17814,1615816,17817,2,17814,1400000,
17817,1,17929,1615816,17933,5,17929,1400000,
17933,1,18015,1615816,18017,2,18015,1600000,
18018,1,18129,1615816,18132,3,18129,1400000,
18132,1,18215,1615940,18218,0,18216,1400000,
18219,1,18330,1615940,18333,6,18330,1400000,
18333,1,18416,1615940,18419,5,18416,1400000,
18419,1,18531,1615940,18533,5,18531,1400000,
18534,1,18616,1615924,18619,5,18617,1400000,
18619,1,18731,1615924,18734,5,18731,1400000,
18734,1,18817,1615924,18821,2,18817,1400000,
18821,1,18932,1615924,18935,4,18932,1400000,
18935,1,19017,1615924,19020,2,19018,1400000,
19021,1,19132,1615924,19136,0,19133,1400000,
19136,1,19218,1616048,19221,2,19218,1400000,
19221,1,19333,1616048,19336,1,19333,1400000,
19336,1,19418,1616048,19421,2,19419,1400000,
19422,1,19533,1616048,19536,1,19534,1400000,
19537,1,19619,1616056,19622,10,19619,1600000,
19622,1,19733,1616056,19736,1,19733,1400000,
19737,1,19820,1616056,19828,2,19821,1400000,
19828,1,19934,1616056,19937,4,19934,1400000,
19937,1,20020,1616056,20023,2,20020,1400000,
20023,1,20135,1616056,20138,3,20135,1400000,
20138,1,20220,1616056,20223,0,20221,1400000,
20223,1,20335,1616056,20338,7,20336,1400000,
20339,1,20421,1616056,20424,4,20421,1400000,
20424,1,20535,1616056,20539,5,20536,1400000,
20539,1,20621,1616048,20624,2,20622,1400000,
20625,1,20736,1616048,20739,5,20736,1400000,
20739,1,20823,1616056,20828,5,20823,1400000,
20828,1,20938,1616056,20941,7,20938,1400000,
