App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 03:16:15 PM","1 min 36 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
30757,1,30854,1779880,30872,5,30855,1400000,
30873,1,30954,1780004,30957,4,30955,1400000,
30957,1,31055,1780004,31072,3,31055,1400000,
31072,1,31155,1780004,31158,4,31155,1400000,
31158,1,31205,1780004,31225,0,31205,1400000,
31225,1,31305,1780004,31308,7,31306,1400000,
31309,1,31406,1780128,31423,5,31406,1400000,
31424,1,31506,1780128,31509,2,31506,1400000,
31509,1,31606,1780128,31624,3,31606,1400000,
31624,1,31706,1780128,31709,0,31707,1400000,
31710,1,31806,1780128,31824,3,31807,1400000,
31825,1,31907,1780128,31910,4,31907,1400000,
31910,1,32007,1780128,32025,1,32007,1400000,
32025,1,32107,1780128,32110,4,32107,1400000,
32110,1,32207,1780128,32225,3,32208,1400000,
32225,1,32307,1780128,32310,5,32308,1400000,
32311,1,32408,1780128,32426,0,32408,1400000,
32426,1,32508,1780128,32511,2,32508,1400000,
32511,1,32608,1780128,32626,1,32608,1400000,
32626,1,32708,1780128,32712,4,32709,1400000,
32712,1,32809,1780128,32828,3,32810,1400000,
32828,1,32910,1780128,32913,5,32910,1400000,
32913,1,33010,1780252,33028,1,33010,1400000,
33028,1,33110,1780252,33113,2,33110,1400000,
33113,1,33210,1780324,33231,7,33211,1400000,
33231,1,33311,1780944,33314,23,33311,1600000,
33315,1,33412,1780216,33431,6,33413,1600000,
33431,1,33513,1779776,33518,5,33514,1600000,
33518,1,33613,1779776,33638,11,33614,1600000,
33639,1,33715,1703320,33727,37,33716,1600000,
33727,1,33815,1687308,33849,39,33815,1600000,
33849,1,33915,1691004,33919,37,33916,1600000,
33920,1,34015,1686188,34033,12,34015,1400000,
34033,1,34115,1686188,34120,0,34117,1400000,
34120,1,34215,1686100,34233,7,34216,1400000,
34233,1,34316,1686224,34321,0,34316,1400000,
34321,1,34416,1686288,34436,7,34417,1400000,
34437,1,34517,1686288,34520,0,34517,1400000,
34520,1,34617,1686296,34635,9,34617,1400000,
34635,1,34717,1686232,34720,2,34717,1400000,
34720,1,34817,1686356,34835,7,34817,1400000,
34835,1,34917,1686232,34920,4,34918,1400000,
34920,1,35018,1686232,35043,7,35018,1400000,
35043,1,35118,1686232,35121,5,35118,1400000,
35121,1,35218,1686232,35238,3,35218,1400000,
35238,1,35318,1686232,35321,5,35319,1400000,
35321,1,35418,1686232,35436,7,35419,1400000,
35436,1,35519,1686232,35522,5,35519,1400000,
35522,1,35619,1686356,35636,5,35619,1400000,
35637,1,35719,1686356,35722,4,35720,1400000,
35722,1,35819,1686356,35837,5,35820,1400000,
35837,1,35920,1686356,35922,2,35920,1400000,
35923,1,36020,1686356,36040,5,36021,1400000,
36040,1,36120,1686232,36123,4,36120,1400000,
36123,1,36220,1686232,36238,3,36221,1400000,
36238,1,36320,1686232,36323,2,36321,1400000,
36324,1,36421,1686232,36440,5,36421,1400000,
36440,1,36521,1686232,36524,6,36521,1400000,
36524,1,36621,1686232,36639,3,36621,1400000,
36639,1,36721,1686232,36724,5,36722,1400000,
36725,1,36822,1686232,36839,5,36822,1400000,
36840,1,36922,1686232,36926,2,36922,1400000,
36926,1,37022,1686232,37042,3,37022,1400000,
37042,1,37122,1686232,37125,2,37123,1400000,
37125,1,37222,1686232,37240,5,37223,1400000,
37240,1,37323,1686356,37325,2,37323,1400000,
37326,1,37423,1686356,37440,5,37423,1400000,
37440,1,37523,1686356,37526,5,37523,1400000,
37526,1,37623,1686356,37641,7,37624,1400000,
37641,1,37723,1686356,37726,2,37724,1400000,
37726,1,37824,1686356,37841,5,37824,1400000,
37841,1,37924,1686356,37930,2,37924,1400000,
37930,1,38024,1686356,38043,3,38025,1400000,
38044,1,38124,1686356,38127,7,38125,1400000,
38127,1,38225,1686356,38242,3,38225,1400000,
38242,1,38325,1686356,38328,3,38325,1400000,
38328,1,38425,1686356,38443,3,38425,1400000,
38443,1,38525,1686356,38528,2,38526,1400000,
38528,1,38625,1686356,38643,3,38626,1400000,
38643,1,38726,1686356,38728,0,38726,1400000,
38729,1,38826,1686356,38844,3,38826,1400000,
38844,1,38926,1686356,38930,0,38927,1400000,
38930,1,39026,1686356,39044,5,39027,1400000,
39044,1,39127,1686356,39130,2,39127,1400000,
39130,1,39227,1686232,39244,3,39227,1400000,
39245,1,39327,1686232,39330,6,39328,1400000,
39331,1,39427,1686232,39445,5,39428,1400000,
39445,1,39528,1686232,39531,4,39528,1400000,
39531,1,39628,1686232,39646,2,39628,1400000,
39646,1,39728,1686232,39731,7,39729,1400000,
39731,1,39828,1686232,39848,3,39829,1400000,
39848,1,39928,1686232,39931,5,39929,1400000,
39932,1,40029,1686232,40047,9,40029,1400000,
40047,1,40129,1686232,40132,3,40129,1600000,
40132,1,40229,1686232,40246,1,40230,1400000,
40246,1,40329,1686356,40332,2,40330,1400000,
40332,1,40430,1686356,40448,0,40431,1400000,
40448,1,40530,1686356,40535,2,40532,1400000,
40535,1,40631,1686356,40648,1,40631,1400000,
40649,1,40731,1686356,40736,2,40732,1400000,
40737,1,40831,1686232,40851,1,40832,1400000,
40851,1,40931,1686232,40934,2,40932,1400000,
40934,1,41032,1686232,41049,1,41032,1400000,
41049,1,41132,1686232,41135,5,41132,1400000,
41135,1,41232,1686304,41251,1,41233,1400000,
41251,1,41334,1686924,41337,7,41335,1600000,
41338,1,41436,1686800,41454,6,41437,1600000,
41455,1,41536,1688732,41539,5,41536,1600000,
41539,1,41636,1690228,41655,11,41637,1600000,
41655,1,41738,1690724,41741,4,41738,1400000,
41741,1,41838,1690724,41858,7,41838,1400000,
41858,1,41938,1686064,41942,23,41939,1400000,
41942,1,42038,1686560,42065,34,42039,1600000,
42065,1,42141,1687800,42144,22,42141,1600000,
42145,1,42245,1684328,42277,30,42245,1600000,
42277,1,42454,1690060,42456,23,42455,0,
42464,1,42464,1689936,42565,25,42465,0,
42567,1,42599,1689904,42601,25,42600,0,
42601,1,42702,1689856,42704,20,42703,0,
42634,0,42752,1689856,42771,4,42753,0,
42705,0,42856,1689856,42858,10,42856,0,
42771,0,42956,1689856,42958,0,42956,0,
42858,0,43056,1689856,43073,5,43057,0,
42958,0,43156,1689856,43159,4,43157,0,
43074,0,43257,1689856,43259,6,43257,0,
43159,0,43365,1689856,43388,5,43367,0,
43259,0,43458,1689856,43460,0,43458,0,
43388,0,43558,1689856,43560,8,43558,0,
43460,0,43658,1689848,43676,5,43659,0,
43561,0,43762,1689848,43764,10,43762,0,
43676,0,43862,1689848,43864,5,43862,0,
43764,0,43962,1689848,43979,4,43963,0,
43864,0,44062,1689848,44065,4,44063,0,
43980,0,44163,1689848,44165,2,44163,0,
44065,0,44269,1689848,44286,7,44270,0,
44165,0,44364,1689972,44366,2,44364,0,
44287,0,44464,1689972,44466,4,44464,0,
44366,0,44564,1689972,44581,5,44565,0,
44466,0,44674,1689972,44676,7,44675,0,
44582,0,44767,1689972,44769,17,44767,0,
44679,0,44867,1689972,44884,3,44867,0,
44769,0,44967,1689972,44969,4,44968,0,
44884,0,45067,1689972,45069,4,45068,0,
44970,0,45173,1689972,45190,5,45173,0,
45070,0,45270,1689972,45272,2,45271,0,
45190,0,45371,1689972,45373,2,45371,0,
45274,0,45471,1689972,45488,3,45471,0,
45373,0,45571,1689972,45573,2,45572,0,
45488,0,45671,1689972,45673,3,45672,0,
45573,0,45771,1689972,45789,3,45772,0,
45674,0,45872,1689972,45874,5,45872,0,
45789,0,45972,1689972,45974,2,45972,0,
45874,0,46076,1689972,46095,10,46078,0,
45974,0,46173,1689972,46175,0,46173,0,
46096,0,46273,1689972,46275,4,46273,0,
46175,0,46374,1689972,46392,10,46374,0,
