App,Package,Start Time,Duration,Filename
"System",,"Jul 18, 2018 @ 02:02:10 PM","20 min 3 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
16555,1,16650,1635188,16653,2,16651,1400000,
16653,1,16751,1635188,16756,7,16751,1400000,
16757,1,16851,1635188,16853,2,16851,1600000,
16854,1,16951,1635064,16954,2,16952,1400000,
16954,1,17051,1635064,17054,2,17052,1400000,
17054,1,17152,1635064,17156,3,17152,1400000,
17157,1,17252,1635064,17255,2,17252,1400000,
17255,1,17352,1635064,17355,3,17353,1400000,
17355,1,17452,1635064,17455,0,17453,1400000,
17455,1,17553,1635064,17557,4,17553,1400000,
17558,1,17653,1635064,17656,1,17653,1400000,
17656,1,17753,1635064,17756,2,17754,1400000,
17756,1,17853,1635064,17856,4,17854,1400000,
17856,1,17954,1635048,17958,3,17954,1400000,
17959,1,18054,1635048,18057,1,18054,1400000,
18057,1,18154,1635048,18157,3,18155,1400000,
18157,1,18255,1635048,18258,4,18255,1400000,
18259,1,18355,1635048,18361,3,18355,1400000,
18361,1,18455,1635048,18458,3,18455,1400000,
18458,1,18555,1635048,18558,5,18556,1400000,
18558,1,18656,1635048,18658,2,18656,1400000,
18659,1,18756,1635048,18761,2,18756,1400000,
18761,1,18856,1635048,18859,4,18857,1400000,
18859,1,18956,1635040,18959,2,18957,1400000,
18959,1,19057,1635040,19059,0,19057,1400000,
19060,1,19158,1635040,19164,0,19159,1400000,
19165,1,19257,1634792,19260,5,19258,1400000,
19260,1,19357,1634792,19360,2,19358,1400000,
19361,1,19458,1634792,19461,0,19459,1400000,
19462,1,19559,1634792,19565,4,19559,1400000,
19566,1,19659,1634792,19662,10,19659,1400000,
19662,1,19759,1634792,19762,4,19760,1400000,
19762,1,19859,1634792,19862,1,19860,1400000,
19862,1,19960,1634792,19964,4,19960,1400000,
19964,1,20060,1634792,20063,4,20061,1400000,
20064,1,20160,1634792,20163,2,20161,1400000,
20164,1,20261,1634792,20263,0,20261,1400000,
20264,1,20361,1634792,20365,3,20361,1400000,
20366,1,20461,1634792,20464,6,20462,1400000,
20464,1,20561,1634668,20564,4,20562,1400000,
20565,1,20662,1634668,20664,2,20662,1400000,
20665,1,20762,1634668,20768,2,20762,1400000,
20768,1,20862,1634668,20865,5,20863,1400000,
20866,1,20962,1634668,20965,1,20963,1400000,
20966,1,21063,1634668,21066,2,21063,1400000,
21066,1,21163,1634668,21168,1,21163,1400000,
21168,1,21263,1634668,21266,7,21264,1400000,
21267,1,21363,1634792,21366,2,21364,1400000,
21367,1,21464,1634792,21467,6,21464,1400000,
21467,1,21564,1634792,21568,4,21564,1400000,
21569,1,21664,1634792,21667,5,21665,1400000,
21667,1,21764,1634792,21767,3,21765,1400000,
21768,1,21865,1634792,21868,0,21866,1400000,
21868,1,21965,1634792,21971,0,21966,1400000,
21972,1,22067,1634792,22071,6,22067,1400000,
22071,1,22166,1634792,22169,0,22166,1400000,
22169,1,22266,1634792,22269,6,22267,1400000,
22269,1,22366,1634792,22371,0,22367,1400000,
22371,1,22467,1634792,22469,8,22467,1400000,
22470,1,22567,1634792,22570,0,22567,1400000,
22570,1,22667,1634792,22670,3,22668,1400000,
22670,1,22767,1634792,22772,2,22768,1400000,
22772,1,22868,1634792,22871,4,22868,1400000,
22871,1,22968,1634792,22971,2,22968,1400000,
22971,1,23068,1634792,23071,4,23069,1400000,
23071,1,23168,1634792,23176,2,23169,1400000,
23177,1,23269,1634792,23272,6,23269,1400000,
23272,1,23369,1634792,23372,0,23369,1400000,
23372,1,23469,1634792,23472,5,23469,1400000,
23472,1,23569,1634668,23577,2,23570,1400000,
23577,1,23670,1634668,23673,3,23670,1400000,
23673,1,23770,1634668,23775,1,23771,1400000,
23775,1,23870,1638536,23874,11,23871,1400000,
23874,1,23970,1638908,23977,4,23971,1400000,
23977,1,24071,1638784,24073,5,24071,1600000,
24074,1,24171,1638784,24174,17,24171,1400000,
24174,1,24272,1638784,24274,23,24272,1600000,
24275,1,24372,1638784,24379,12,24373,1400000,
24379,1,24472,1638784,24476,10,24473,1400000,
24476,1,24573,1638784,24575,23,24573,1600000,
24576,1,24673,1638784,24676,29,24673,1600000,
24676,1,24773,1639032,24788,26,24774,1400000,
24789,1,24873,1640000,24877,26,24874,1400000,
24877,1,24974,1641984,24977,16,24974,1400000,
24978,1,25074,1642232,25077,8,25075,1400000,
25077,1,25174,1642232,25179,26,25175,1400000,
25179,1,25275,1642356,25277,10,25275,1600000,
25277,1,25375,1642356,25377,25,25375,1600000,
25378,1,25475,1642356,25477,25,25475,1600000,
25478,1,25575,1642356,25582,25,25576,1600000,
25582,1,25675,1642356,25678,32,25676,1600000,
25678,1,25776,1642356,25778,25,25776,1600000,
25778,1,25876,1644712,25879,27,25877,1600000,
25879,1,25976,1646696,25984,27,25977,1600000,
25985,1,26077,1654880,26080,32,26077,1600000,
26081,1,26177,1661700,26180,25,26177,1600000,
26180,1,26277,1661700,26280,27,26277,1600000,
26280,1,26377,1661700,26383,27,26378,1600000,
26383,1,26478,1661700,26481,30,26479,1600000,
26482,1,26578,1661700,26581,27,26579,1600000,
26581,1,26679,1661700,26681,25,26679,1600000,
26681,1,26779,1661700,26784,27,26779,1600000,
26784,1,26879,1661700,26882,31,26880,1600000,
26882,1,26979,1661700,26982,25,26980,1600000,
26982,1,27080,1661700,27082,30,27080,1600000,
27082,1,27180,1661700,27184,25,27180,1600000,
27184,1,27280,1661824,27283,30,27280,1600000,
27283,1,27380,1661824,27383,27,27381,1600000,
27383,1,27480,1661824,27483,27,27481,1600000,
27483,1,27581,1661824,27585,25,27581,1600000,
27585,1,27681,1661824,27684,30,27681,1600000,
27684,1,27781,1661824,27784,27,27782,1600000,
27784,1,27881,1661824,27884,25,27882,1600000,
27884,1,27982,1661824,27986,25,27982,1600000,
27986,1,28082,1661824,28085,30,28082,1600000,
28085,1,28182,1661824,28186,29,28183,1600000,
28186,1,28283,1661824,28286,25,28283,1600000,
28286,1,28383,1676828,28388,27,28383,1600000,
28388,1,28483,1676704,28486,30,28483,1600000,
28486,1,28583,1676704,28586,25,28584,1600000,
28586,1,28683,1676704,28686,25,28684,1600000,
28686,1,28784,1676704,28788,27,28784,1600000,
28788,1,28884,1676704,28887,30,28884,1600000,
28887,1,28984,1676704,28987,25,28985,1600000,
28987,1,29084,1676704,29087,27,29085,1600000,
29087,1,29185,1676704,29189,25,29185,1600000,
29189,1,29285,1676704,29291,30,29287,1600000,
29291,1,29385,1676704,29389,25,29386,1600000,
29389,1,29486,1676704,29488,25,29486,1600000,
29488,1,29586,1676704,29590,27,29586,1600000,
29590,1,29686,1676704,29689,27,29686,1600000,
29689,1,29786,1676704,29789,25,29787,1600000,
29789,1,29887,1676828,29889,27,29887,1600000,
29889,1,29987,1676828,29996,25,29987,1600000,
29996,1,30087,1676456,30090,33,30087,1600000,
30090,1,30187,1676456,30190,27,30188,1600000,
30190,1,30288,1676456,30292,25,30288,1600000,
30292,1,30388,1676456,30396,27,30388,1600000,
30396,1,30488,1676456,30491,30,30489,1600000,
30491,1,30588,1676456,30591,27,30589,1600000,
30591,1,30689,1676456,30691,30,30689,1600000,
30692,1,30789,1676456,30801,27,30789,1600000,
30801,1,30889,1676456,30892,32,30890,1600000,
30892,1,30990,1676456,30992,27,30990,1600000,
30992,1,31090,1676456,31094,27,31091,1600000,
31094,1,31190,1676704,31195,28,31191,1600000,
31195,1,31291,1677076,31293,31,31291,1600000,
31294,1,31391,1677324,31393,25,31391,1600000,
31394,1,31491,1677696,31494,27,31492,1600000,
31494,1,31591,1677944,31596,25,31592,1600000,
31596,1,31691,1678316,31694,27,31692,1600000,
31695,1,31792,1678688,31794,25,31792,1600000,
31795,1,31893,1678936,31896,25,31894,1600000,
31896,1,31993,1679308,31998,27,31994,1600000,
31998,1,32095,1679680,32105,29,32097,1600000,
32106,1,32194,1680052,32197,25,32194,1600000,
32197,1,32294,1680300,32297,25,32295,1600000,
32297,1,32394,1680672,32399,25,32395,1600000,
32399,1,32495,1680920,32497,31,32495,1600000,
32498,1,32595,1681292,32597,25,32595,1600000,
32598,1,32695,1681664,32698,25,32696,1600000,
32698,1,32795,1681912,32800,25,32796,1600000,
32800,1,32896,1682284,32898,30,32896,1600000,
32898,1,32996,1682780,32998,25,32996,1600000,
32999,1,33098,1683028,33103,27,33099,1600000,
33104,1,33196,1683400,33201,25,33197,1600000,
33201,1,33297,1683648,33299,27,33297,1600000,
33299,1,33397,1684020,33399,27,33397,1600000,
33400,1,33497,1676828,33500,25,33498,1600000,
33501,1,33597,1682160,33602,23,33598,1400000,
33603,1,33698,1683400,33700,31,33698,1600000,
33701,1,33798,1683400,33801,25,33798,1600000,
33801,1,33898,1683400,33901,25,33899,1600000,
33901,1,34000,1683400,34009,27,34002,1600000,
34009,1,34099,1683400,34102,30,34099,1600000,
34102,1,34199,1683400,34202,27,34199,1600000,
34202,1,34299,1683400,34302,25,34300,1600000,
34302,1,34400,1683276,34404,25,34400,1600000,
34404,1,34501,1683276,34504,30,34502,1600000,
34504,1,34600,1683276,34603,27,34601,1600000,
34603,1,34700,1683276,34703,25,34701,1600000,
34703,1,34800,1683276,34805,25,34801,1600000,
34805,1,34901,1683276,34903,27,34901,1600000,
34904,1,35001,1683276,35005,27,35001,1600000,
35005,1,35101,1683276,35104,25,35102,1600000,
35104,1,35201,1683276,35206,27,35202,1600000,
35206,1,35302,1683276,35304,30,35302,1600000,
35304,1,35402,1683276,35404,25,35402,1600000,
35405,1,35502,1683276,35505,25,35502,1600000,
35505,1,35602,1683276,35606,25,35603,1600000,
35607,1,35702,1683276,35705,30,35703,1600000,
35705,1,35803,1683276,35805,25,35803,1600000,
35806,1,35904,1683276,35907,27,35904,1600000,
35908,1,36004,1683276,36016,27,36004,1600000,
36017,1,36104,1683276,36107,32,36104,1600000,
36107,1,36204,1683276,36207,25,36205,1600000,
36207,1,36304,1683276,36307,27,36305,1600000,
36308,1,36405,1683276,36412,25,36405,1600000,
36412,1,36505,1683276,36508,29,36505,1600000,
36508,1,36605,1683276,36608,25,36605,1600000,
36608,1,36706,1683276,36709,25,36706,1600000,
36709,1,36806,1683276,36812,25,36806,1600000,
36812,1,36906,1683276,36909,29,36906,1600000,
36909,1,37006,1683276,37009,25,37006,1600000,
37009,1,37106,1683276,37109,25,37107,1600000,
37109,1,37207,1683400,37211,25,37207,1600000,
37211,1,37307,1683400,37310,30,37307,1600000,
37310,1,37407,1683400,37410,25,37408,1600000,
37410,1,37507,1683400,37510,27,37508,1600000,
37510,1,37608,1683400,37621,25,37611,1600000,
37621,1,37708,1683400,37710,30,37708,1600000,
37711,1,37808,1683400,37811,25,37808,1600000,
37811,1,37908,1683400,37911,27,37909,1600000,
37911,1,38009,1683400,38016,25,38009,1600000,
38025,1,38109,1683276,38111,31,38109,1600000,
38112,1,38209,1683276,38212,27,38209,1600000,
38212,1,38309,1683276,38312,25,38310,1600000,
38312,1,38410,1683276,38421,29,38410,1600000,
38422,1,38510,1683276,38513,30,38510,1600000,
38513,1,38610,1683276,38613,27,38611,1600000,
